DateTime,vuser,Tests,Errors,Mean_Test_Time_(ms),Test_Time_Standard_Deviation_(ms),TPS,Mean_response_length,Response_bytes_per_second,Response_errors,Mean_time_to_resolve_host,Mean_time_to_establish_connection,Mean_time_to_first_byte
2025-02-28 05:52:30,218,138,0,3272.275,124.362,69,63.855,4406,0,0,0.746,2274.181
2025-02-28 05:52:32,227,68,0,3214.618,195.65,34,63.838,2170.5,0,0,0.706,2221.559
2025-02-28 05:52:34,237,59,0,4920.746,275.972,29.5,63.763,1881,0,0,0.763,3926.424
2025-02-28 05:52:36,246,124,0,5576.532,142.068,62,63.976,3966.5,0,0,0.645,4574.758
2025-02-28 05:52:38,255,129,0,4639.326,702.272,64.5,64.093,4134,0,0,0.953,3539.171
2025-02-28 05:52:40,265,125,0,3786.208,102.325,62.5,63.952,3997,0,0,0.704,2793.056
2025-02-28 05:52:42,276,126,0,3850.421,206.634,63,64.071,4036.5,0,0,4.786,2846.635
2025-02-28 05:52:44,287,133,0,4051.812,86.55,66.5,64.015,4257,0,0,0.617,3060.233
2025-02-28 05:52:46,296,86,0,4257.267,178.347,43,63.849,2745.5,0,0,0.756,3246.779
2025-02-28 05:52:48,307,148,0,4821.243,114.623,74,63.953,4732.5,0,0,0.696,3819.77
2025-02-28 05:52:50,316,128,0,4920.156,116.046,64,64.156,4106,0,0,6.25,3909.438
2025-02-28 05:52:52,324,140,0,4522.064,191.162,70,64.186,4493,0,0,0.586,3528.557
2025-02-28 05:52:54,335,126,0,4660.19,101.698,63,64.135,4040.5,0,0,0.651,3666.325
2025-02-28 05:52:56,344,132,0,4796.568,108.372,66,64.076,4229,0,0,0.659,3792.614
2025-02-28 05:52:58,355,135,0,5001.867,81.513,67.5,64.133,4329,0,0,0.652,3999.526
2025-02-28 05:53:00,366,128,0,5068.445,114.098,64,63.969,4094,0,0,0.672,4071.453
2025-02-28 05:53:02,376,123,0,5313.846,111.828,61.5,64,3936,0,0,0.919,4313.073
2025-02-28 05:53:04,386,131,0,5440.832,127.074,65.5,64.008,4192.5,0,0,0.603,4432.137
2025-02-28 05:53:06,397,132,0,5756.356,124.238,66,64.182,4236,0,0,0.652,4750.167
2025-02-28 05:53:08,406,127,0,5730.961,127.403,63.5,63.953,4061,0,0,0.732,4727.488
2025-02-28 05:53:10,415,140,0,5873.886,105.459,70,64.121,4488.5,0,0,0.657,4867.029
2025-02-28 05:53:12,428,127,0,5906.528,114.078,63.5,64.063,4068,0,0,0.717,4901.543
2025-02-28 05:53:14,434,135,0,6117.126,102.692,67.5,64.059,4324,0,0,0.726,5119.17
2025-02-28 05:53:16,446,137,0,6228.226,118.178,68.5,63.971,4382,0,0,0.686,5231.62
2025-02-28 05:53:18,458,135,0,6324.6,94.426,67.5,64.252,4337,0,0,0.548,5315.911
2025-02-28 05:53:20,466,129,0,6417.016,112.926,64.5,63.946,4124.5,0,0,0.651,5414.473
2025-02-28 05:53:22,475,134,0,6542.567,97.285,67,64.052,4291.5,0,0,0.664,5541.978
2025-02-28 05:53:24,485,97,0,7129.32,294.341,48.5,64.062,3107,0,0,0.577,6120.711
2025-02-28 05:53:26,494,115,0,7504.487,145.022,57.5,64.183,3690.5,0,0,0.626,6498.313
2025-02-28 05:53:28,504,140,0,7729.129,83.954,70,64.036,4482.5,0,0,0.764,6726.307
2025-02-28 05:53:30,515,129,0,7872.868,104.73,64.5,64.062,4132,0,0,0.659,6875.457
2025-02-28 05:53:32,524,133,0,7640.496,170.664,66.5,64.045,4259,0,0,0.692,6633.692
2025-02-28 05:53:34,536,123,0,7657.268,91.295,61.5,63.862,3927.5,0,0,0.699,6650.919
2025-02-28 05:53:36,544,125,0,7818.288,96.691,62.5,64.048,4003,0,0,0.608,6813.896
2025-02-28 05:53:38,552,118,0,8303.144,145.608,59,63.856,3767.5,0,0,0.61,7291.483
2025-02-28 05:53:40,562,128,0,8379.93,128.539,64,63.883,4088.5,0,0,0.727,7377.148
2025-02-28 05:53:42,575,126,0,8512.27,126.24,63,64.175,4043,0,0,0.603,7511.96
2025-02-28 05:53:44,584,135,0,8579.533,123.396,67.5,64.148,4330,0,0,0.615,7587.615
2025-02-28 05:53:46,592,138,0,8471.138,168.329,69,63.986,4415,0,0,0.746,7469.486
2025-02-28 05:53:48,604,137,0,8382.825,96.845,68.5,64.051,4387.5,0,0,0.672,7374.971
2025-02-28 05:53:50,617,97,0,8644.701,195.956,48.5,64.031,3105.5,0,0,0.608,7644.928
2025-02-28 05:53:52,626,86,0,9744.081,144.709,43,63.814,2744,0,0,0.628,8744.733
2025-02-28 05:53:54,636,136,0,9864.544,91.293,68,64.096,4358.5,0,0,0.544,8868.632
2025-02-28 05:53:56,647,128,0,9994.664,101.898,64,64.102,4102.5,0,0,0.562,8990.312
2025-02-28 05:53:58,656,136,0,10268.809,96.327,68,64.169,4363.5,0,0,0.64,9263.397
2025-02-28 05:54:00,664,132,0,10292.629,192.451,66,63.924,4219,0,0,0.727,9272.091
2025-02-28 05:54:02,674,139,0,9466.892,168.346,69.5,64.115,4456,0,0,0.568,8475.791
2025-02-28 05:54:04,684,107,0,9769.065,218.349,53.5,63.916,3419.5,0,0,0.561,8780.692
2025-02-28 05:54:06,691,144,0,9982.882,143.677,72,64.097,4615,0,0,0.597,8985.653
2025-02-28 05:54:08,701,125,0,10111.184,139.17,62.5,64.048,4003,0,0,0.584,9113.488
2025-02-28 05:54:10,713,144,0,10172.222,95.024,72,64.181,4621,0,0,0.688,9167.903
2025-02-28 05:54:12,724,134,0,10256.948,85.045,67,64.007,4288.5,0,0,0.575,9249.351
2025-02-28 05:54:14,735,139,0,10123.698,206.409,69.5,64.072,4453,0,0,0.604,9128.388
2025-02-28 05:54:16,745,125,0,10152.72,94.322,62.5,64.056,4003.5,0,0,0.472,9150.976
2025-02-28 05:54:18,756,113,0,10588.858,122.294,56.5,63.885,3609.5,0,0,0.504,9569.655
2025-02-28 05:54:20,765,130,0,10810.985,163.064,65,64.038,4162.5,0,0,0.462,9810.508
2025-02-28 05:54:22,775,123,0,11111.407,143.369,61.5,63.911,3930.5,0,0,0.488,10115.748
2025-02-28 05:54:24,784,129,0,11429.922,144.565,64.5,64.163,4138.5,0,0,0.496,10419.76
2025-02-28 05:54:26,792,124,0,11793.282,142.923,62,63.911,3962.5,0,0,0.605,10794.847
2025-02-28 05:54:28,802,124,0,11959.774,129.484,62,63.96,3965.5,0,0,0.581,10953.823
2025-02-28 05:54:30,812,30,0,12973.533,582.566,15,63.5,952.5,0,0,0.633,11971.1
2025-02-28 05:54:32,824,135,0,13548.474,112.174,67.5,64.148,4330,0,0,0.941,12545.096
2025-02-28 05:54:34,836,137,0,13570.168,84.412,68.5,64.066,4388.5,0,0,0.511,12565.635
2025-02-28 05:54:36,846,135,0,13553.778,122.945,67.5,63.956,4317,0,0,0.467,12549.911
2025-02-28 05:54:38,856,129,0,13576.388,112.473,64.5,64.047,4131,0,0,0.504,12581.45
2025-02-28 05:54:40,865,136,0,13529.912,102.6,68,64.044,4355,0,0,0.596,12533.213
2025-02-28 05:54:42,873,124,0,13684.798,285.819,62,63.944,3964.5,0,0,0.79,12688.766
2025-02-28 05:54:44,884,123,0,12450.252,185.487,61.5,64.081,3941,0,0,0.553,11462.675
2025-02-28 05:54:46,894,139,0,12676.683,127.423,69.5,64.216,4463,0,0,0.475,11680.058
2025-02-28 05:54:48,903,133,0,12800.85,128.131,66.5,63.992,4255.5,0,0,0.639,11793.526
2025-02-28 05:54:50,913,140,0,12961.9,108.492,70,64.129,4489,0,0,0.95,11960.429
2025-02-28 05:54:52,925,124,0,13150.073,153.598,62,63.895,3961.5,0,0,2.484,12161.274
2025-02-28 05:54:54,936,139,0,13285.374,126.165,69.5,63.957,4445,0,0,1.36,12287.403
2025-02-28 05:54:56,946,123,0,13284.48,129.225,61.5,64.065,3940,0,0,1.691,12287.772
2025-02-28 05:54:58,956,134,0,13343.567,88.753,67,63.993,4287.5,0,0,2.582,12350.97
2025-02-28 05:55:00,964,123,0,13614.041,194.693,61.5,64.146,3945,0,0,0.577,12615.374
2025-02-28 05:55:02,974,138,0,13814.362,99.699,69,63.978,4414.5,0,0,0.551,12812.188
2025-02-28 05:55:04,984,128,0,13978.414,94.066,64,63.992,4095.5,0,0,0.555,12979.969
2025-02-28 05:55:06,994,117,0,14150.821,123.391,58.5,64.248,3758.5,0,0,0.564,13139.855
2025-02-28 05:55:08,1003,124,0,14572.677,162.347,62,64.04,3970.5,0,0,0.597,13577.218
2025-02-28 05:55:10,1014,126,0,14783.659,144.2,63,64.063,4036,0,0,0.643,13782.873
2025-02-28 05:55:13,1022,191,0,15023.639,194.893,95.5,64.01,6113,0,0,0.482,14012.911
2025-02-28 05:55:15,1046,146,0,15387.753,257.901,73,64.123,4681,0,0,0.493,14312.336
2025-02-28 05:55:17,1057,98,0,15401.306,84.679,49,64.041,3138,0,0,0.592,14415.153
2025-02-28 05:55:19,1068,126,0,15623.468,124.841,63,64,4032,0,0,0.421,14629.762
2025-02-28 05:55:21,1079,133,0,15790.985,109.243,66.5,64.068,4260.5,0,0,0.459,14786.564
2025-02-28 05:55:23,1089,135,0,15669.83,111.204,67.5,64.015,4321,0,0,0.43,14670.704
2025-02-28 05:55:25,1095,130,0,15689.508,108.26,65,64.108,4167,0,0,0.585,14679.231
2025-02-28 05:55:27,1106,139,0,15750.453,117.062,69.5,64.014,4449,0,0,0.561,14760.41
2025-02-28 05:55:29,1115,112,0,15924.062,237.46,56,64.125,3591,0,0,16.018,14911.643
2025-02-28 05:55:31,1125,139,0,15912.813,177.577,69.5,64.151,4458.5,0,0,0.547,14916.705
2025-02-28 05:55:33,1136,101,0,16528.218,170.624,50.5,64.03,3233.5,0,0,0.525,15537.356
2025-02-28 05:55:35,1146,131,0,16667.656,101.754,65.5,63.962,4189.5,0,0,0.504,15673.099
2025-02-28 05:55:37,1155,132,0,16759.197,118.033,66,64.083,4229.5,0,0,0.485,15767.424
2025-02-28 05:55:39,1162,140,0,16899.607,99.974,70,64.071,4485,0,0,0.486,15901.493
2025-02-28 05:55:41,1172,132,0,17029.712,108.283,66,64.106,4231,0,0,0.47,16026.538
2025-02-28 05:55:43,1181,133,0,17111.94,96.139,66.5,64.105,4263,0,0,0.489,16101.82
2025-02-28 05:55:45,1190,127,0,17291.181,130.25,63.5,63.984,4063,0,0,0.433,16290.614
2025-02-28 05:55:47,1200,77,0,17819.714,369.852,38.5,64.052,2466,0,0,0.532,16812.481
2025-02-28 05:55:49,1210,138,0,18172.558,109.029,69,64.145,4426,0,0,0.471,17166.623
2025-02-28 05:55:51,1221,121,0,18042.942,164.387,60.5,63.959,3869.5,0,0,0.545,17041.066
2025-02-28 05:55:53,1230,144,0,18102.333,101.594,72,64.292,4629,0,0,0.493,17086.333
2025-02-28 05:55:55,1239,116,0,18130.224,128.647,58,64.103,3718,0,0,0.517,17129.603
2025-02-28 05:55:57,1250,142,0,18442.021,85.85,71,64.162,4555.5,0,0,0.521,17437.803
2025-02-28 05:55:59,1260,128,0,18520.648,91.85,64,64.047,4099,0,0,0.547,17518.836
2025-02-28 05:56:01,1271,136,0,18688.515,102.301,68,64.243,4368.5,0,0,0.537,17671.228
2025-02-28 05:56:03,1281,129,0,18834.279,111.351,64.5,64.07,4132.5,0,0,1.202,17834.69
2025-02-28 05:56:05,1294,136,0,18685.971,340.394,68,64.221,4367,0,0,0.574,17679.956
2025-02-28 05:56:07,1304,131,0,18361.221,115.572,65.5,63.847,4182,0,0,0.519,17364.863
2025-02-28 05:56:09,1314,127,0,18524.85,107.424,63.5,64.102,4070.5,0,0,0.543,17530.276
2025-02-28 05:56:11,1323,56,0,19301.018,518.552,28,63.804,1786.5,0,0,0.429,18292.893
2025-02-28 05:56:13,1334,123,0,19907.805,174.616,61.5,64.065,3940,0,0,0.52,18896.472
2025-02-28 05:56:15,1345,138,0,20216.246,131.859,69,63.949,4412.5,0,0,1.594,19212.036
2025-02-28 05:56:17,1354,135,0,20092.985,137.838,67.5,63.881,4312,0,0,0.437,19093.185
2025-02-28 05:56:19,1364,142,0,20220.577,99.04,71,64.07,4549,0,0,0.451,19224.866
2025-02-28 05:56:21,1373,118,0,20198.678,109.814,59,64.195,3787.5,0,0,0.356,19192.28
2025-02-28 05:56:23,1383,135,0,20606.837,97.942,67.5,64.148,4330,0,0,0.607,19614.563
2025-02-28 05:56:25,1396,114,0,20668.57,113.81,57,64.088,3653,0,0,0.526,19656.623
