TIMESTAMP,CONTAINER,NAME,ID,CPU_PERC,MEM_USAGE,MEM_PERC,NET_IO,BLOCK_IO,PIDS
1740720327,b743b0322250,reverse-proxy-nginx-proxy-1,b743b0322250,1.17%,59.18MiB / 3.785GiB,1.53%,134MB / 155MB,0B / 0B,35
1740720327,1de39eec77bc,reverse-proxy-controller-1,1de39eec77bc,1.63%,561.3MiB / 3.785GiB,14.48%,24.4MB / 89.4MB,0B / 0B,230
1740720340,31920beadc8b,reverse-proxy-api-1,31920beadc8b,100.32%,140.5MiB / 1000MiB,14.05%,75.2MB / 50.7MB,0B / 0B,41
1740720340,accbbdecc98f,reverse-proxy-agent-1,accbbdecc98f,18.13%,1.837GiB / 3.785GiB,48.53%,146MB / 86.4MB,0B / 0B,1829
1740720340,b743b0322250,reverse-proxy-nginx-proxy-1,b743b0322250,1.91%,59.49MiB / 3.785GiB,1.53%,134MB / 155MB,0B / 0B,35
1740720340,1de39eec77bc,reverse-proxy-controller-1,1de39eec77bc,4.24%,561.9MiB / 3.785GiB,14.50%,24.5MB / 89.5MB,0B / 0B,230
1740720353,31920beadc8b,reverse-proxy-api-1,31920beadc8b,98.68%,143.9MiB / 1000MiB,14.39%,75.4MB / 50.8MB,0B / 0B,34
1740720353,accbbdecc98f,reverse-proxy-agent-1,accbbdecc98f,17.88%,1.839GiB / 3.785GiB,48.59%,146MB / 86.7MB,0B / 0B,1829
1740720353,b743b0322250,reverse-proxy-nginx-proxy-1,b743b0322250,1.84%,59.84MiB / 3.785GiB,1.54%,135MB / 156MB,0B / 0B,35
1740720353,1de39eec77bc,reverse-proxy-controller-1,1de39eec77bc,1.39%,562.5MiB / 3.785GiB,14.51%,24.7MB / 89.5MB,0B / 0B,230
1740720365,31920beadc8b,reverse-proxy-api-1,31920beadc8b,97.56%,144.3MiB / 1000MiB,14.43%,75.7MB / 51MB,0B / 0B,34
1740720365,accbbdecc98f,reverse-proxy-agent-1,accbbdecc98f,14.14%,1.842GiB / 3.785GiB,48.67%,146MB / 87MB,0B / 0B,1829
1740720365,b743b0322250,reverse-proxy-nginx-proxy-1,b743b0322250,1.74%,60.34MiB / 3.785GiB,1.56%,135MB / 156MB,0B / 0B,35
1740720365,1de39eec77bc,reverse-proxy-controller-1,1de39eec77bc,1.63%,563.6MiB / 3.785GiB,14.54%,24.9MB / 89.6MB,0B / 0B,230
1740720378,31920beadc8b,reverse-proxy-api-1,31920beadc8b,98.56%,140.4MiB / 1000MiB,14.04%,75.9MB / 51.2MB,0B / 0B,28
1740720378,accbbdecc98f,reverse-proxy-agent-1,accbbdecc98f,13.64%,1.849GiB / 3.785GiB,48.84%,146MB / 87.3MB,0B / 0B,1829
1740720378,b743b0322250,reverse-proxy-nginx-proxy-1,b743b0322250,1.81%,60.27MiB / 3.785GiB,1.56%,135MB / 157MB,0B / 0B,35
1740720378,1de39eec77bc,reverse-proxy-controller-1,1de39eec77bc,1.89%,564.7MiB / 3.785GiB,14.57%,25MB / 89.6MB,0B / 0B,230
1740720391,31920beadc8b,reverse-proxy-api-1,31920beadc8b,99.67%,139.8MiB / 1000MiB,13.98%,76.2MB / 51.3MB,0B / 0B,25
1740720391,accbbdecc98f,reverse-proxy-agent-1,accbbdecc98f,19.67%,1.852GiB / 3.785GiB,48.92%,146MB / 87.7MB,0B / 0B,1829
1740720391,b743b0322250,reverse-proxy-nginx-proxy-1,b743b0322250,1.95%,60.43MiB / 3.785GiB,1.56%,136MB / 157MB,0B / 0B,35
1740720391,1de39eec77bc,reverse-proxy-controller-1,1de39eec77bc,1.69%,556.5MiB / 3.785GiB,14.36%,25.2MB / 89.7MB,0B / 0B,229
1740720404,31920beadc8b,reverse-proxy-api-1,31920beadc8b,99.57%,140.2MiB / 1000MiB,14.02%,76.4MB / 51.5MB,0B / 0B,29
1740720404,accbbdecc98f,reverse-proxy-agent-1,accbbdecc98f,41.67%,1.855GiB / 3.785GiB,49.01%,147MB / 88.1MB,0B / 0B,1829
1740720404,b743b0322250,reverse-proxy-nginx-proxy-1,b743b0322250,1.98%,60.8MiB / 3.785GiB,1.57%,136MB / 158MB,0B / 0B,35
1740720404,1de39eec77bc,reverse-proxy-controller-1,1de39eec77bc,2.97%,557.3MiB / 3.785GiB,14.38%,25.4MB / 89.7MB,0B / 0B,229
1740720416,31920beadc8b,reverse-proxy-api-1,31920beadc8b,98.58%,141.1MiB / 1000MiB,14.11%,76.7MB / 51.7MB,0B / 0B,33
1740720416,accbbdecc98f,reverse-proxy-agent-1,accbbdecc98f,40.26%,1.863GiB / 3.785GiB,49.22%,147MB / 88.4MB,0B / 0B,1829
1740720416,b743b0322250,reverse-proxy-nginx-proxy-1,b743b0322250,1.69%,61.11MiB / 3.785GiB,1.58%,136MB / 158MB,0B / 0B,35
1740720416,1de39eec77bc,reverse-proxy-controller-1,1de39eec77bc,1.33%,557.9MiB / 3.785GiB,14.39%,25.5MB / 89.8MB,0B / 0B,229
1740720429,31920beadc8b,reverse-proxy-api-1,31920beadc8b,96.80%,146.9MiB / 1000MiB,14.69%,76.9MB / 51.8MB,0B / 0B,34
1740720429,accbbdecc98f,reverse-proxy-agent-1,accbbdecc98f,12.76%,1.861GiB / 3.785GiB,49.18%,147MB / 88.8MB,0B / 0B,1829
1740720429,b743b0322250,reverse-proxy-nginx-proxy-1,b743b0322250,1.71%,61.42MiB / 3.785GiB,1.58%,137MB / 158MB,0B / 0B,35
1740720429,1de39eec77bc,reverse-proxy-controller-1,1de39eec77bc,1.82%,558.8MiB / 3.785GiB,14.42%,25.7MB / 89.8MB,0B / 0B,229
1740720442,31920beadc8b,reverse-proxy-api-1,31920beadc8b,101.34%,141.2MiB / 1000MiB,14.12%,77.1MB / 52MB,0B / 0B,28
1740720442,accbbdecc98f,reverse-proxy-agent-1,accbbdecc98f,14.33%,1.863GiB / 3.785GiB,49.23%,147MB / 89.1MB,0B / 0B,1829
1740720442,b743b0322250,reverse-proxy-nginx-proxy-1,b743b0322250,1.65%,61.89MiB / 3.785GiB,1.60%,137MB / 159MB,0B / 0B,35
1740720442,1de39eec77bc,reverse-proxy-controller-1,1de39eec77bc,1.72%,559.4MiB / 3.785GiB,14.43%,25.8MB / 89.9MB,0B / 0B,229
1740720455,31920beadc8b,reverse-proxy-api-1,31920beadc8b,100.12%,146.1MiB / 1000MiB,14.61%,77.4MB / 52.2MB,0B / 0B,27
1740720455,accbbdecc98f,reverse-proxy-agent-1,accbbdecc98f,13.75%,1.866GiB / 3.785GiB,49.30%,147MB / 89.5MB,0B / 0B,1829
1740720455,b743b0322250,reverse-proxy-nginx-proxy-1,b743b0322250,1.66%,62.09MiB / 3.785GiB,1.60%,138MB / 159MB,0B / 0B,35
1740720455,1de39eec77bc,reverse-proxy-controller-1,1de39eec77bc,1.26%,560.3MiB / 3.785GiB,14.45%,26MB / 89.9MB,0B / 0B,229
1740720467,31920beadc8b,reverse-proxy-api-1,31920beadc8b,97.34%,146.5MiB / 1000MiB,14.65%,77.6MB / 52.3MB,0B / 0B,30
1740720467,accbbdecc98f,reverse-proxy-agent-1,accbbdecc98f,12.84%,1.868GiB / 3.785GiB,49.34%,148MB / 89.8MB,0B / 0B,1829
1740720467,b743b0322250,reverse-proxy-nginx-proxy-1,b743b0322250,1.91%,62.73MiB / 3.785GiB,1.62%,138MB / 160MB,0B / 0B,35
1740720467,1de39eec77bc,reverse-proxy-controller-1,1de39eec77bc,1.69%,561.1MiB / 3.785GiB,14.48%,26.2MB / 90MB,0B / 0B,229
1740720480,31920beadc8b,reverse-proxy-api-1,31920beadc8b,98.90%,148.2MiB / 1000MiB,14.82%,77.9MB / 52.5MB,0B / 0B,32
1740720480,accbbdecc98f,reverse-proxy-agent-1,accbbdecc98f,10.41%,1.872GiB / 3.785GiB,49.45%,148MB / 90.2MB,0B / 0B,1829
1740720480,b743b0322250,reverse-proxy-nginx-proxy-1,b743b0322250,1.80%,63.34MiB / 3.785GiB,1.63%,138MB / 160MB,0B / 0B,35
1740720480,1de39eec77bc,reverse-proxy-controller-1,1de39eec77bc,2.05%,562.2MiB / 3.785GiB,14.51%,26.3MB / 90MB,0B / 0B,229
1740720493,31920beadc8b,reverse-proxy-api-1,31920beadc8b,99.36%,151.8MiB / 1000MiB,15.18%,78.1MB / 52.7MB,0B / 0B,40
1740720493,accbbdecc98f,reverse-proxy-agent-1,accbbdecc98f,20.84%,1.875GiB / 3.785GiB,49.53%,148MB / 90.6MB,0B / 0B,1829
1740720493,b743b0322250,reverse-proxy-nginx-proxy-1,b743b0322250,1.85%,63.47MiB / 3.785GiB,1.64%,139MB / 161MB,0B / 0B,35
1740720493,1de39eec77bc,reverse-proxy-controller-1,1de39eec77bc,2.87%,562.7MiB / 3.785GiB,14.52%,26.5MB / 90.1MB,0B / 0B,229
1740720506,31920beadc8b,reverse-proxy-api-1,31920beadc8b,99.91%,153.6MiB / 1000MiB,15.36%,78.4MB / 52.8MB,0B / 0B,35
1740720506,accbbdecc98f,reverse-proxy-agent-1,accbbdecc98f,8.90%,1.874GiB / 3.785GiB,49.51%,148MB / 90.9MB,0B / 0B,1829
1740720506,b743b0322250,reverse-proxy-nginx-proxy-1,b743b0322250,1.47%,63.45MiB / 3.785GiB,1.64%,139MB / 161MB,0B / 0B,35
1740720506,1de39eec77bc,reverse-proxy-controller-1,1de39eec77bc,3.86%,563.6MiB / 3.785GiB,14.54%,26.6MB / 90.1MB,0B / 0B,229
1740720518,31920beadc8b,reverse-proxy-api-1,31920beadc8b,98.83%,149.1MiB / 1000MiB,14.91%,78.6MB / 53MB,0B / 0B,37
1740720518,accbbdecc98f,reverse-proxy-agent-1,accbbdecc98f,25.14%,1.873GiB / 3.785GiB,49.49%,149MB / 91.3MB,0B / 0B,1829
1740720518,b743b0322250,reverse-proxy-nginx-proxy-1,b743b0322250,1.86%,63.64MiB / 3.785GiB,1.64%,140MB / 162MB,0B / 0B,35
1740720518,1de39eec77bc,reverse-proxy-controller-1,1de39eec77bc,1.55%,564.1MiB / 3.785GiB,14.55%,26.8MB / 90.2MB,0B / 0B,229
1740720531,31920beadc8b,reverse-proxy-api-1,31920beadc8b,97.72%,146.9MiB / 1000MiB,14.69%,78.9MB / 53.2MB,0B / 0B,28
1740720531,accbbdecc98f,reverse-proxy-agent-1,accbbdecc98f,11.67%,1.873GiB / 3.785GiB,49.47%,149MB / 91.7MB,0B / 0B,1829
1740720531,b743b0322250,reverse-proxy-nginx-proxy-1,b743b0322250,1.77%,64MiB / 3.785GiB,1.65%,140MB / 162MB,0B / 0B,35
1740720531,1de39eec77bc,reverse-proxy-controller-1,1de39eec77bc,2.12%,564.7MiB / 3.785GiB,14.57%,27MB / 90.2MB,0B / 0B,229
1740720544,31920beadc8b,reverse-proxy-api-1,31920beadc8b,100.00%,147MiB / 1000MiB,14.70%,79.1MB / 53.3MB,0B / 0B,37
1740720544,accbbdecc98f,reverse-proxy-agent-1,accbbdecc98f,7.88%,1.875GiB / 3.785GiB,49.54%,149MB / 92.1MB,0B / 0B,1829
1740720544,b743b0322250,reverse-proxy-nginx-proxy-1,b743b0322250,1.58%,64.79MiB / 3.785GiB,1.67%,141MB / 163MB,0B / 0B,35
1740720544,1de39eec77bc,reverse-proxy-controller-1,1de39eec77bc,2.49%,550MiB / 3.785GiB,14.19%,27.1MB / 90.3MB,0B / 0B,229
1740720557,31920beadc8b,reverse-proxy-api-1,31920beadc8b,96.63%,145.6MiB / 1000MiB,14.56%,79.3MB / 53.5MB,0B / 0B,40
1740720557,accbbdecc98f,reverse-proxy-agent-1,accbbdecc98f,37.98%,1.877GiB / 3.785GiB,49.59%,149MB / 92.5MB,0B / 0B,1829
1740720557,b743b0322250,reverse-proxy-nginx-proxy-1,b743b0322250,1.73%,65.75MiB / 3.785GiB,1.70%,141MB / 163MB,0B / 0B,35
1740720557,1de39eec77bc,reverse-proxy-controller-1,1de39eec77bc,2.10%,550.5MiB / 3.785GiB,14.20%,27.3MB / 90.3MB,0B / 0B,229
1740720569,31920beadc8b,reverse-proxy-api-1,31920beadc8b,99.76%,153.9MiB / 1000MiB,15.39%,79.6MB / 53.7MB,0B / 0B,48
1740720569,accbbdecc98f,reverse-proxy-agent-1,accbbdecc98f,11.12%,1.87GiB / 3.785GiB,49.41%,150MB / 92.8MB,0B / 0B,1829
1740720569,b743b0322250,reverse-proxy-nginx-proxy-1,b743b0322250,1.20%,65.68MiB / 3.785GiB,1.69%,141MB / 164MB,0B / 0B,35
1740720569,1de39eec77bc,reverse-proxy-controller-1,1de39eec77bc,2.39%,542.9MiB / 3.785GiB,14.01%,27.5MB / 90.4MB,0B / 0B,229
1740720582,31920beadc8b,reverse-proxy-api-1,31920beadc8b,103.39%,153.2MiB / 1000MiB,15.32%,79.7MB / 53.8MB,0B / 0B,33
1740720582,accbbdecc98f,reverse-proxy-agent-1,accbbdecc98f,0.33%,96.36MiB / 3.785GiB,2.49%,150MB / 93.1MB,0B / 0B,44
1740720582,b743b0322250,reverse-proxy-nginx-proxy-1,b743b0322250,0.16%,57.77MiB / 3.785GiB,1.49%,142MB / 164MB,0B / 0B,35
1740720582,1de39eec77bc,reverse-proxy-controller-1,1de39eec77bc,1.16%,537.1MiB / 3.785GiB,13.86%,27.6MB / 90.4MB,0B / 0B,217
1740720595,31920beadc8b,reverse-proxy-api-1,31920beadc8b,101.35%,143.7MiB / 1000MiB,14.37%,79.7MB / 53.8MB,0B / 0B,24
1740720595,accbbdecc98f,reverse-proxy-agent-1,accbbdecc98f,0.26%,96.36MiB / 3.785GiB,2.49%,150MB / 93.2MB,0B / 0B,44
1740720595,b743b0322250,reverse-proxy-nginx-proxy-1,b743b0322250,0.15%,57.73MiB / 3.785GiB,1.49%,142MB / 164MB,0B / 0B,35
1740720595,1de39eec77bc,reverse-proxy-controller-1,1de39eec77bc,0.85%,537.7MiB / 3.785GiB,13.87%,27.6MB / 90.4MB,0B / 0B,217
