TIMESTAMP,CONTAINER,NAME,ID,CPU_PERC,MEM_USAGE,MEM_PERC,NET_IO,BLOCK_IO,PIDS
1740722130,accbbdecc98f,reverse-proxy-agent-1,accbbdecc98f,18.14%,1.902GiB / 3.785GiB,50.24%,169MB / 120MB,0B / 0B,1829
1740722130,b743b0322250,reverse-proxy-nginx-proxy-1,b743b0322250,4.36%,81.79MiB / 3.785GiB,2.11%,174MB / 201MB,0B / 0B,35
1740722130,1de39eec77bc,reverse-proxy-controller-1,1de39eec77bc,3.39%,531MiB / 3.785GiB,13.70%,37.3MB / 93.4MB,0B / 0B,245
1740722143,d0e49c6865f0,reverse-proxy-api-1,d0e49c6865f0,53.68%,140.4MiB / 1000MiB,14.04%,9.85MB / 6.41MB,0B / 0B,52
1740722143,accbbdecc98f,reverse-proxy-agent-1,accbbdecc98f,19.28%,1.906GiB / 3.785GiB,50.36%,170MB / 121MB,0B / 0B,1829
1740722143,b743b0322250,reverse-proxy-nginx-proxy-1,b743b0322250,4.11%,81.55MiB / 3.785GiB,2.10%,175MB / 202MB,0B / 0B,35
1740722143,1de39eec77bc,reverse-proxy-controller-1,1de39eec77bc,1.92%,531.7MiB / 3.785GiB,13.72%,37.5MB / 93.5MB,0B / 0B,245
1740722156,d0e49c6865f0,reverse-proxy-api-1,d0e49c6865f0,51.69%,142MiB / 1000MiB,14.20%,10.4MB / 6.76MB,0B / 0B,52
1740722156,accbbdecc98f,reverse-proxy-agent-1,accbbdecc98f,19.13%,1.896GiB / 3.785GiB,50.08%,170MB / 121MB,0B / 0B,1829
1740722156,b743b0322250,reverse-proxy-nginx-proxy-1,b743b0322250,5.25%,82.76MiB / 3.785GiB,2.14%,176MB / 203MB,0B / 0B,35
1740722156,1de39eec77bc,reverse-proxy-controller-1,1de39eec77bc,1.83%,532.7MiB / 3.785GiB,13.74%,37.6MB / 93.5MB,0B / 0B,245
1740722169,d0e49c6865f0,reverse-proxy-api-1,d0e49c6865f0,49.99%,141.6MiB / 1000MiB,14.16%,11MB / 7.14MB,0B / 0B,52
1740722169,accbbdecc98f,reverse-proxy-agent-1,accbbdecc98f,16.28%,1.902GiB / 3.785GiB,50.25%,170MB / 122MB,0B / 0B,1829
1740722169,b743b0322250,reverse-proxy-nginx-proxy-1,b743b0322250,4.96%,82.89MiB / 3.785GiB,2.14%,177MB / 204MB,0B / 0B,35
1740722169,1de39eec77bc,reverse-proxy-controller-1,1de39eec77bc,2.16%,533.5MiB / 3.785GiB,13.76%,37.8MB / 93.6MB,0B / 0B,245
1740722183,d0e49c6865f0,reverse-proxy-api-1,d0e49c6865f0,52.18%,138.4MiB / 1000MiB,13.84%,11.5MB / 7.5MB,0B / 0B,52
1740722183,accbbdecc98f,reverse-proxy-agent-1,accbbdecc98f,37.22%,1.906GiB / 3.785GiB,50.34%,171MB / 123MB,0B / 0B,1829
1740722183,b743b0322250,reverse-proxy-nginx-proxy-1,b743b0322250,3.23%,83.88MiB / 3.785GiB,2.16%,178MB / 205MB,0B / 0B,35
1740722183,1de39eec77bc,reverse-proxy-controller-1,1de39eec77bc,1.63%,532.8MiB / 3.785GiB,13.74%,38MB / 93.6MB,0B / 0B,233
1740722196,d0e49c6865f0,reverse-proxy-api-1,d0e49c6865f0,49.92%,134.4MiB / 1000MiB,13.44%,11.7MB / 7.74MB,0B / 0B,52
1740722196,accbbdecc98f,reverse-proxy-agent-1,accbbdecc98f,0.18%,91.79MiB / 3.785GiB,2.37%,171MB / 123MB,0B / 0B,44
1740722196,b743b0322250,reverse-proxy-nginx-proxy-1,b743b0322250,0.21%,78.39MiB / 3.785GiB,2.02%,178MB / 206MB,0B / 0B,35
1740722196,1de39eec77bc,reverse-proxy-controller-1,1de39eec77bc,0.89%,531.6MiB / 3.785GiB,13.71%,38.2MB / 93.7MB,0B / 0B,221
1740722209,d0e49c6865f0,reverse-proxy-api-1,d0e49c6865f0,0.21%,107.6MiB / 1000MiB,10.76%,11.7MB / 7.74MB,0B / 0B,52
1740722209,accbbdecc98f,reverse-proxy-agent-1,accbbdecc98f,0.21%,91.79MiB / 3.785GiB,2.37%,171MB / 123MB,0B / 0B,44
1740722209,b743b0322250,reverse-proxy-nginx-proxy-1,b743b0322250,0.23%,78.32MiB / 3.785GiB,2.02%,178MB / 206MB,0B / 0B,35
1740722209,1de39eec77bc,reverse-proxy-controller-1,1de39eec77bc,1.47%,532.4MiB / 3.785GiB,13.74%,38.2MB / 93.7MB,0B / 0B,221
1740722221,d0e49c6865f0,reverse-proxy-api-1,d0e49c6865f0,0.18%,107.6MiB / 1000MiB,10.76%,11.7MB / 7.74MB,0B / 0B,52
1740722221,accbbdecc98f,reverse-proxy-agent-1,accbbdecc98f,0.16%,91.79MiB / 3.785GiB,2.37%,171MB / 123MB,0B / 0B,44
1740722221,b743b0322250,reverse-proxy-nginx-proxy-1,b743b0322250,0.21%,78.22MiB / 3.785GiB,2.02%,178MB / 206MB,0B / 0B,35
1740722221,1de39eec77bc,reverse-proxy-controller-1,1de39eec77bc,1.03%,533.7MiB / 3.785GiB,13.77%,38.2MB / 93.7MB,0B / 0B,224
